requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-015303,TND-000586,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,4
REQ-015304,TND-000586,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,1
REQ-015305,TND-000586,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,EASY,1
REQ-015306,TND-000587,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,CROSS_DOCUMENT,CRITICAL,MEDIUM,1
REQ-015307,TND-000587,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,3
REQ-015308,TND-000587,Eligible bidders should possess not less than 3 years of relevant experience.,Experience,Experience,Experience,3.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,4
REQ-015309,TND-000587,The supplier shall demonstrate average annual turnover of at least INR 8.9 crore for the preceding three financial years.,Financial,Financial,Financial,88800000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,CRITICAL,MEDIUM,2
REQ-015310,TND-000587,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,3
REQ-015311,TND-000587,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,4
REQ-015312,TND-000587,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,3
REQ-015313,TND-000587,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,1
REQ-015314,TND-000587,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-015315,TND-000587,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,MEDIUM,1
REQ-015316,TND-000587,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,LOW,MEDIUM,1
REQ-015317,TND-000587,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,3
REQ-015318,TND-000587,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,5.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,2
REQ-015319,TND-000587,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-015320,TND-000587,Annual turnover shall be not less than INR 8.8 crore in the latest financial year.,Turnover,Turnover,Turnover,88400000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,MEDIUM,2
REQ-015321,TND-000587,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,4
REQ-015322,TND-000587,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,1
REQ-015323,TND-000587,The bidder shall demonstrate latest-year turnover of at least INR 8.7 crore.,Turnover,Turnover,Turnover,87200000.0,,INR,False,Financial/Turnover Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,4
REQ-015324,TND-000587,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,3
REQ-015325,TND-000587,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,LOW,MEDIUM,4
REQ-015326,TND-000587,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,4
REQ-015327,TND-000587,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,2
REQ-015357,TND-000589,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,MEDIUM,1
REQ-015358,TND-000589,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,1
REQ-015359,TND-000589,The supplier is required to provide evidence of at least 7 years of relevant experience.,Experience,Experience,Experience,7.0,,years,True,Experience Certificate,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,4
REQ-015360,TND-000589,The supplier shall demonstrate average annual turnover of at least INR 17.8 crore for the preceding three financial years.,Financial,Financial,Financial,177600000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,CRITICAL,MEDIUM,2
REQ-015361,TND-000589,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,MEDIUM,3
REQ-015362,TND-000589,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-015363,TND-000589,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,4
REQ-015364,TND-000589,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,HIGH,MEDIUM,3
REQ-015365,TND-000589,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-015366,TND-000589,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-015367,TND-000589,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,1
REQ-015368,TND-000589,Annual turnover shall be not less than INR 12.1 crore in the latest financial year.,Turnover,Turnover,Turnover,121100000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,1
REQ-015369,TND-000589,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,2
REQ-015370,TND-000589,Annual turnover shall be not less than INR 7.1 crore in the latest financial year.,Turnover,Turnover,Turnover,71400000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,MEDIUM,3
REQ-015371,TND-000589,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,1
REQ-015372,TND-000589,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-015373,TND-000589,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-015374,TND-000589,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,2
REQ-015375,TND-000589,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,LOW,MEDIUM,3
REQ-015376,TND-000589,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,1
REQ-015377,TND-000589,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-015378,TND-000589,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,4
REQ-015379,TND-000589,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,MEDIUM,4
REQ-015380,TND-000589,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,3
REQ-015381,TND-000589,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,LOW,MEDIUM,1
REQ-015382,TND-000589,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,DATE_CHECK,HIGH,MEDIUM,3
REQ-015458,TND-000593,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,HARD,3
REQ-015459,TND-000593,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,HARD,1
REQ-015460,TND-000593,Eligible bidders should possess not less than 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,HARD,4
REQ-015461,TND-000593,Average annual turnover over the specified three-year period shall not be below INR 17.2 crore.,Financial,Financial,Financial,172500000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,HARD,1
REQ-015462,TND-000593,OEM authorization covering the offered product shall be valid on the bid date.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,CROSS_DOCUMENT,CRITICAL,HARD,2
REQ-015463,TND-000593,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,3
REQ-015464,TND-000593,Annual turnover shall be not less than INR 11.0 crore in the latest financial year.,Turnover,Turnover,Turnover,109900000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,LOW,HARD,1
REQ-015465,TND-000593,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,3
REQ-015466,TND-000593,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,HARD,2
REQ-015467,TND-000593,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,HIGH,HARD,2
REQ-015468,TND-000593,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,1
REQ-015469,TND-000593,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,DATE_CHECK,LOW,HARD,1
REQ-015470,TND-000593,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,LOW,HARD,2
REQ-015471,TND-000593,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,10.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,LOW,HARD,2
REQ-015472,TND-000593,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,LOW,HARD,3
REQ-015473,TND-000593,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,3
REQ-015474,TND-000593,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,HIGH,HARD,4
REQ-015475,TND-000593,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,False,Supporting Document,False,DATE_CHECK,HIGH,HARD,2
REQ-015476,TND-000593,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,HARD,4
REQ-015477,TND-000593,Annual turnover shall be not less than INR 7.2 crore in the latest financial year.,Turnover,Turnover,Turnover,72200000.0,,INR,False,Financial/Turnover Document,False,SEMANTIC_MATCH,HIGH,HARD,3
REQ-015478,TND-000593,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,False,Supporting Document,False,FIELD_MATCH,HIGH,HARD,2
REQ-015479,TND-000593,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,HARD,3
REQ-015480,TND-000593,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,FIELD_MATCH,MEDIUM,HARD,2
REQ-015481,TND-000593,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,HARD,2
REQ-015569,TND-000597,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,FIELD_MATCH,CRITICAL,HARD,1
REQ-015570,TND-000597,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,HARD,4
REQ-015571,TND-000597,The bidder shall demonstrate a minimum of 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,FIELD_MATCH,CRITICAL,HARD,2
REQ-015572,TND-000597,Average annual turnover over the specified three-year period shall not be below INR 19.1 crore.,Financial,Financial,Financial,190600000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,CRITICAL,HARD,4
REQ-015573,TND-000597,A valid OEM authorization is mandatory for the offered product.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,FIELD_MATCH,CRITICAL,HARD,4
REQ-015574,TND-000597,Annual turnover shall be not less than INR 10.4 crore in the latest financial year.,Turnover,Turnover,Turnover,103600000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,MEDIUM,HARD,4
REQ-015575,TND-000597,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,LOW,HARD,2
REQ-015576,TND-000597,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,HIGH,HARD,2
REQ-015577,TND-000597,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,HARD,1
REQ-015578,TND-000597,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,HARD,4
REQ-015579,TND-000597,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,3
REQ-015580,TND-000597,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,HARD,2
REQ-015581,TND-000597,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,4
REQ-015582,TND-000597,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,CROSS_DOCUMENT,LOW,HARD,3
REQ-015583,TND-000597,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,HIGH,HARD,4
REQ-015584,TND-000597,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,4
REQ-015585,TND-000597,Annual turnover shall be not less than INR 3.0 crore in the latest financial year.,Turnover,Turnover,Turnover,30500000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,MEDIUM,HARD,2
REQ-015586,TND-000597,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,HARD,2
REQ-015587,TND-000597,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,HARD,4
REQ-015588,TND-000597,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,HARD,1
REQ-015589,TND-000597,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,HIGH,HARD,1
REQ-015590,TND-000597,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,CROSS_DOCUMENT,MEDIUM,HARD,1
REQ-015591,TND-000597,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,THRESHOLD_CHECK,HIGH,HARD,3
REQ-015592,TND-000597,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,4
REQ-015593,TND-000597,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,FIELD_MATCH,LOW,HARD,3
REQ-015594,TND-000597,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,LOW,HARD,1
REQ-015595,TND-000597,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,HIGH,HARD,4
REQ-015596,TND-000597,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,4
REQ-015597,TND-000598,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,DATE_CHECK,CRITICAL,MEDIUM,1
REQ-015598,TND-000598,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,4
REQ-015599,TND-000598,The bidder shall demonstrate a minimum of 4 years of relevant experience.,Experience,Experience,Experience,4.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,2
REQ-015600,TND-000598,Bidder must have a minimum average annual turnover of INR 9.9 crore during the last three financial years.,Financial,Financial,Financial,98800000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,CRITICAL,MEDIUM,1
REQ-015601,TND-000598,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,THRESHOLD_CHECK,CRITICAL,MEDIUM,3
REQ-015602,TND-000598,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-015603,TND-000598,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,4
REQ-015604,TND-000598,The bidder shall demonstrate latest-year turnover of at least INR 7.2 crore.,Turnover,Turnover,Turnover,72000000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,1
REQ-015605,TND-000598,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,LOW,MEDIUM,3
REQ-015606,TND-000598,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,HIGH,MEDIUM,3
REQ-015607,TND-000598,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,HIGH,MEDIUM,2
REQ-015608,TND-000598,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,4
REQ-015609,TND-000598,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,MEDIUM,1
REQ-015610,TND-000598,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,5.0,,units,True,Supporting Document,False,FIELD_MATCH,LOW,MEDIUM,1
REQ-015611,TND-000598,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-015612,TND-000598,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-015613,TND-000598,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,LOW,MEDIUM,4
REQ-015614,TND-000598,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,3
REQ-015615,TND-000598,Annual turnover shall be not less than INR 6.5 crore in the latest financial year.,Turnover,Turnover,Turnover,64500000.0,,INR,False,Financial/Turnover Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,1
REQ-015616,TND-000598,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,False,Supporting Document,False,SEMANTIC_MATCH,HIGH,MEDIUM,4
REQ-015617,TND-000598,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,False,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,4
REQ-015618,TND-000598,Annual turnover shall be not less than INR 10.3 crore in the latest financial year.,Turnover,Turnover,Turnover,102600000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,HIGH,MEDIUM,1
REQ-015619,TND-000598,Annual turnover shall be not less than INR 17.4 crore in the latest financial year.,Turnover,Turnover,Turnover,174200000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,MEDIUM,MEDIUM,2
REQ-015620,TND-000598,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,2
REQ-015621,TND-000598,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,MEDIUM,2
REQ-015622,TND-000599,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,EASY,1
REQ-015623,TND-000599,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,EASY,4
REQ-015624,TND-000599,The bidder shall demonstrate a minimum of 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,THRESHOLD_CHECK,CRITICAL,EASY,1
REQ-015625,TND-000599,Average annual turnover over the specified three-year period shall not be below INR 15.8 crore.,Financial,Financial,Financial,158000000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,CRITICAL,EASY,1
REQ-015626,TND-000599,A valid OEM authorization is mandatory for the offered product.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,DATE_CHECK,CRITICAL,EASY,2
REQ-015627,TND-000599,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,EASY,3
REQ-015628,TND-000599,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,EASY,1
REQ-015629,TND-000599,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,2
REQ-015630,TND-000599,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,EASY,4
REQ-015631,TND-000599,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,EASY,4
